,id,rank,loc,legalStatus,currentStatus,type,title,applicant,applicationDate,mainIpc,applicationNumber,documentNumber,documentDate,inventor,applicantType,ipc,cpc,imagePath,summary
108,CN113031459A,0,,公开,公开,发明公开,一种基于人工智能的居家行为识别系统,福建时刻智能科技有限责任公司,2021-04-28,G05B15/02,CN202110468132.7,CN113031459A,2021-06-25,王天生,企业,G05B15/02; G05B19/418,,/CN/2021/1/93/images/202110468132.jpg,本发明提供了一种基于人工智能的居家行为识别系统，包括控制主机、具有人脸识别和行为捕捉的摄像机、灯控开关监控模块、电器监控模块和门窗监控模块。本发明通过采用具有人脸识别和行为捕捉的摄像机可以获取每一区域内的图像信息，使得控制主机的控制器模块可以识别该区域内的家具分布，并对进入摄像机画面的用户目标进行人脸识别以及记录将其动态视频，由控制器模块对每一用户进行行为识别，通过灯控开关监控模块、电器监控模块和门窗监控模块可以监测家中每一灯控开关、家用电器、门、窗、窗帘的使用信息，并由控制主机的控制器模块通过该使用信息学习用户的居家行为习惯，进而可以辅助家庭成员的各项活动提供智能家居控制。
109,CN113000954A,0,,公开,公开,发明公开,一种放电加工机床用的放电检测装置,泰州市雄峰机械有限公司,2021-04-28,B23H1/02,CN202110465820.8,CN113000954A,2021-06-22,仇真; 刘祥明,企业,B23H1/02,,/CN/2021/1/93/images/202110465820.jpg,本发明公开了一种放电加工机床用的放电检测装置，包括NC装置、参数选择及信号发生装置、粗加工电源回路、精加工电源回路、放电检测装置、以及进给轴电机驱动控制装置，所述放电检测装置包括译码电路、第一驱动放大电路、继电器模块、分支电路单元、取样信号处理电路、V/F变换电路、第二驱动放大电路、开关继电器。在本发明中，通过接收参数选择及信号发生装置给出的三位二进制编码来实现采样基准电压的调整方法以及将粗、精加工两种不同工况条件下对取样信号的V/F变换用具有不同的滤波、隔离及处理电路的方法，来实现放电检测装置对加工间隙是否发生放电过程的判断更加准确，对1us以下脉宽的放电脉冲采样更加精确。
110,CN112986814A,0,,公开,公开,发明公开,一种继电器的故障诊断装置和方法,潍柴动力股份有限公司,2021-04-28,G01R31/327,CN202110466261.2,CN112986814A,2021-06-18,欧阳虎威; 刘加超; 侯健鹏; 王洲,企业,G01R31/327,,/CN/2021/1/93/images/202110466261.jpg,本发明公开了一种继电器的故障诊断装置和方法，所述继电器的故障诊断装置包括继电器，所述继电器包括控制端、常开端和常闭端，所述继电器的控制端与控制器连接，所述常开端的一端与电源连接，所述常开端的另一端与诊断针脚连接；所述控制器用于控制所述继电器得电，并根据所述诊断针脚的电压与预设电压的大小诊断所述继电器是否故障。从而，当继电器得电时，可通过诊断针脚的电压与预设电压的大小来对继电器的主电路是否有故障进行诊断，以实现诊断继电器的主电路是否存在故障，避免在诊断继电器控制端无故障，但主电路存在故障却诊断不出的情况发生。
111,CN112983870A,0,,公开,公开,发明公开,挂肩内置式全身散热风扇,颜晓明,2021-04-28,F04D25/08,CN202110464866.8,CN112983870A,2021-06-18,颜晓明,其他,F04D25/08; F04D27/00; F04D29/60; F04D29/58; A41D13/005; A41D13/002,,/CN/2021/1/92/images/202110464866.jpg,本发明是一种以跨压一边肩部为支撑，固定在衣领部的风扇，软材料中空管安置在人体衣服内，以电池驱动风扇做功，使气流经过加湿喷雾装置降温，降温气流从风扇进入，进入软材料中空管，并从软材料中空管排气孔排出降温气体，在衣服内，多气孔排出气体作用于人体表面，在衣服内与人体之间形成气流管道，人体全身都可以获得风扇产生气流散热，因此对没有长裤子阻碍穿长裙或长袍的人，人体表面会形成从上而下一体风道，所以对于穿长裙或长袍的人散热效果最好，而且本发明挂肩内置式全身散热风扇自己跨压肩膀，固定衣领部，软材料中空管安置在人体衣服内，使风道稳定，气流不受衣服变形挤压阻断，使用者身体产生剧烈运动，也不受影响，全方位适用到室内外高温劳动作业，运动，休闲旅行的发明。
112,CN112977712A,0,,公开,公开,发明公开,一种电电混合动力船舶,广西师范大学; 桂林五洲旅游股份有限公司,2021-04-28,B63B1/08,CN202110464924.7,CN112977712A,2021-06-18,李庆余; 吴强; 文春海; 王龙超; 王红强; 吴军; 刘青; 文根凤; 孔丁丁; 沈李园; 韦忠令; 李钦,学校,B63B1/08; B63H5/08; B63H21/17; B63H21/00,,/CN/2021/1/92/images/202110464924.jpg,本发明公开了一种电电混合动力船舶，包括船体，船体的尾部设有推进器，所述船体的底部内设有由一组并联的锂离子电池组组成的电能存储单元，每一组锂离子电池组连接有继电器，所有继电器规格一致并联后通过带有外接充电接口的充电控制器与船用发电机组连接，第一直翼桨顺序连接第一船用电动机和第一电机控制器，第二直翼桨顺序连接第二船用电动机和第二电机控制器，第一电机控制器和第二电机控制器规格一致并联后通过逆变器与电能存储单元连接。这种电电混合动力船舶污染小，吃水深度适合国内河流水浅滩多特点，同时采用直翼桨具有舵桨合一、能量转换效率高、操控性强、机动性好、成本低的特点。
113,CN112938263A,0,,公开,公开,发明公开,智能无臭化垃圾收纳方法及系统,北京康之维科技有限公司,2021-04-28,B65F7/00,CN202110463347.X,CN112938263A,2021-06-11,孙青臣; 何玉锐; 陈向前; 万颖; 秦震; 周继萍,企业,B65F7/00; B65F1/14; B65F1/06; B65F1/00; B65B51/10,,/CN/2021/1/92/images/202110463347.jpg,本发明涉及一种智能无臭化垃圾收纳方法及系统，为解决垃圾箱异味问题，是垃圾收纳房前部设置可回收、厨余、有害、其它垃圾箱；垃圾箱内分别设置可外移的垃圾桶，垃圾箱下、中、上部分别设置垃圾箱前门和垃圾投放前门及用于显示垃圾桶内垃圾投放情况的显示器；垃圾箱内壁设置负压吸风口，负压吸风口联通设置过滤器、负压泵和杀菌除臭箱的负压排放管；垃圾投放前门联动的电子开关通过智能控制器电连控制负压泵；当垃圾投放前门时，智能控制器启动负压泵进行垃圾箱内空间的负压排放，通过形成垃圾箱及垃圾桶有负压条件，防止异味从垃圾投放前门溢出。具有投放垃圾时不会溢出异味，显著提高垃圾分类投放积极性和质效，保护周围大气环境的优点。
114,CN113054499A,0,,公开,公开,发明公开,一种10kV高压断路器工频耐压一次接线装置,广东电网有限责任公司东莞供电局; 上海思创电器设备有限公司,2021-04-27,H01R25/16,CN202110459461.5,CN113054499A,2021-06-29,李顺尧; 李通; 陈果华; 苏华锋; 曾文斌; 缪中章; 周宇; 周键; 胡俊,企业,H01R25/16,,/CN/2021/1/91/images/202110459461.jpg,本发明公开的一种10kV高压断路器工频耐压一次接线装置，包括一绝缘底板，其还包括：通过绝缘件间隔安装在所述绝缘底板上的A、B、C极接线高压接线铜排；在A、B、C极接线高压接线铜排上分别安装有A、B、C极耐压静触头并还分别安装有A、B、C极接地静触头；通过绝缘件间隔安装在绝缘底板上的A、B、C极内部耐压高压接线铜排，在A、B、C极内部耐压高压接线铜排上分别安装有A、B、C极耐压推杆，在A、B、C极耐压推杆的底部分别安装有A、B、C极耐压动触头；通过绝缘件间隔安装在绝缘底板上的A、B、C极接地推杆，在A、B、C极接地推杆的尾端分别安装有A、B、C极接地动触头和A、B、C极内部接地接线铜排。
115,CN113048637A,0,,公开,公开,发明公开,滑动门机构及具有其的空调器,珠海格力电器股份有限公司,2021-04-27,F24F13/12,CN202110462477.1,CN113048637A,2021-06-29,贾飞飞; 王朝新; 詹卓宇; 刘胜辈; 李腾,企业,F24F13/12; F24F1/0011; F24F1/005; F24F13/22; F24F13/08; F24F13/20; F24F11/52,,/CN/2021/1/92/images/202110462477.jpg,本发明提供了一种滑动门机构及具有其的空调器，本实施例的滑动门机构，设置在空调器的出风口处，以打开或关闭出风口，滑动门机构包括：第一滑动组件和第二滑动组件；门板部件，门板部件的一端与第一滑动组件连接，门板部件的另一端与第二滑动组件连接，第一滑动组件和第二滑动组件均可移动地设置，以使第一滑动组件和第二滑动组件带动门板部件运动；其中，第一滑动组件包括用于与空调器的进风面板连接的第一连接部；第二滑动组件包括用于与进风面板连接的第二连接部和用于与空调器的风道部件连接的第三连接部。本发明的滑动门机构解决了现有技术中的滑动门的固定不牢靠的问题。
116,CN113048623A,0,,公开,公开,发明公开,一种新风空调控制方法及新风空调,珠海格力电器股份有限公司,2021-04-27,F24F11/34,CN202110463727.3,CN113048623A,2021-06-29,冯文科; 杨荣利; 曾望; 胡德志; 杨为标; 姜颖,企业,F24F11/34; F24F11/64; F24F11/72; F24F11/80; F24F11/88; F24F110/10; F24F110/12; F24F110/70,,/CN/2021/1/92/images/202110463727.jpg,本发明提供一种新风空调控制方法及新风空调。新风空调控制方法，所述新风空调设有二氧化碳检测模块和温度检测模块，所述新风空调控制方法包括：获取室内二氧化碳浓度Cco2、室内环境温度T室内、室外环境温度T室外，并基于所述室内二氧化碳浓度、室内环境温度、室外环境温度综合分析判断室内环境状态是否存在火灾隐患，发出火灾风险预警提示和/或针对火灾风险的空调控制建议。本发明使新风空调具有火灾预警功能，并且温度和二氧化碳两种参数结合进行判定提供判断准确度，能够保证及时发出火灾预警。
117,CN113023621A,0,,公开,公开,发明公开,自动送桶传输装置及其传送包装桶的方法,山东泰和智能科技有限公司,2021-04-27,B66F7/06,CN202110457452.2,CN113023621A,2021-06-25,程终发,企业,B66F7/06; B66F7/28,,/CN/2021/1/91/images/202110457452.jpg,本发明涉及电器设备技术领域，特别涉及一种自动送桶传输装置及其传送包装桶的方法。本发明采用的技术方案是：包括承重台、循环推送器和包装架；承重台为中空四面体，上表面为承重面，承重面中部设有3~5cm宽长条形中缝，垂直于中缝的两相对的外向侧面为中空无侧板，承重台无侧板侧紧邻包装桶输送机；循环推送器包括承重板、推送板、第一推动杆和主推送台，承重板设所述第一推动杆，第一推动杆设置在主推送台上，第一推动杆带动承重板上升或下降，推送板垂直于承重板，主推送台设有第二推动机构推动，第二推动机构推动主推送台在水平面上朝向承重台或远离承重台移动；包装架为矩形框架结构，放在承重台上，内部为中空，四侧面设有护栏。
118,CN113009344A,0,,公开,公开,发明公开,多工位电机检测系统及方法,上海电科电机科技有限公司; 上海电机系统节能工程技术研究中心有限公司; 上海电器科学研究所(集团)有限公司,2021-04-27,G01R31/34,CN202110464165.4,CN113009344A,2021-06-22,王传军; 李怀珍; 姚鹏; 刘祺; 童陟嵩,企业,G01R31/34; G05B19/05,,/CN/2021/1/92/images/202110464165.jpg,本发明提供了多工位电机检测系统及方法，其中，该系统包括：控制模块，以及与控制模块通信连接的检测模块、数字式变频电源和可编程控制器PLC；PLC还连接有测量回路和输出回路，测量回路还与检测模块连接，数字式变频电源、测量回路、输出回路和电机模块依次连接；其中，电机模块包括多个工位的待检测电机，检测模块包括多个检测仪器；通过PLC控制测量回路与多个检测仪器的接通状态和输出回路与多个工位的待检测电机的接通状态，可以依次实现多个工位的待检测电机的检测，与现有的单工位检测系统相比，加快了检测系统的检测节拍，从而提高了电机的检测效率。
